,Result
26822,1
11107,0
2767,0
15683,1
10538,0
16764,1
15874,1
10889,0
15533,1
12735,0
17601,1
3063,0
25031,1
14080,0
11824,0
13964,0
22443,1
13002,0
4763,0
18948,1
3026,0
19731,1
17478,1
2490,0
6423,0
3768,0
15846,1
10075,0
2726,0
23585,1
17556,1
15164,1
13925,0
11010,0
23956,1
26183,1
7897,0
7323,0
1589,0
972,0
2766,0
3559,0
21994,1
23517,1
29173,1
5329,0
19051,1
3809,0
2928,0
10755,0
27304,1
20041,1
9074,0
722,0
5080,0
24673,1
29274,1
1594,0
12222,0
5378,0
18020,1
15409,1
3847,0
3426,0
480,0
18807,1
21894,1
24801,1
9271,0
24180,1
20177,1
22273,1
1746,0
10850,0
9091,0
18505,1
23261,1
22920,1
8704,0
8812,0
5153,0
12050,0
11302,0
26407,1
25695,1
3903,0
26530,1
9924,0
10209,0
9650,0
25865,1
2330,0
7846,0
28500,1
23851,1
3523,0
14389,0
23615,1
10735,0
22329,1
22383,1
18782,1
5018,0
22127,1
14667,1
20897,1
4525,0
2612,0
6641,0
24407,1
23031,1
18974,1
26382,1
25039,1
11513,0
16399,1
9677,0
16956,1
10780,0
25084,1
26965,1
17819,1
796,0
25313,1
25101,1
7560,0
12501,0
4119,0
2172,0
566,0
17111,1
11942,0
869,0
12392,0
2419,0
921,0
12255,0
12085,0
12224,0
22257,1
28520,1
1223,0
15582,1
88,0
8634,0
1560,0
28785,1
20650,1
4641,0
6219,0
2979,0
25172,1
24327,1
25209,1
3018,0
15549,1
4691,0
1933,0
10141,0
27031,1
15592,1
9434,0
26106,1
4528,0
11239,0
9440,0
10161,0
10159,0
28735,1
22922,1
6847,0
1911,0
12008,0
26528,1
19844,1
15222,1
16931,1
16715,1
27931,1
26218,1
16476,1
23241,1
15308,1
13222,0
25994,1
6851,0
1470,0
13747,0
6203,0
11174,0
20795,1
18638,1
11155,0
28455,1
11878,0
14384,0
20832,1
22513,1
5331,0
18191,1
22738,1
24184,1
26508,1
16628,1
24510,1
11161,0
5380,0
19235,1
1072,0
27821,1
23906,1
23136,1
20790,1
1832,0
3351,0
25423,1
22343,1
17731,1
8057,0
27531,1
18795,1
11022,0
299,0
1996,0
9917,0
17014,1
27156,1
14617,0
27858,1
19318,1
26207,1
2697,0
4189,0
19885,1
19532,1
13244,0
21454,1
20984,1
21524,1
12126,0
26616,1
16330,1
24760,1
20515,1
24938,1
13787,0
10238,0
22925,1
1125,0
17868,1
12517,0
3531,0
18544,1
14320,0
8779,0
12704,0
6524,0
13540,0
6560,0
23202,1
17030,1
3894,0
8551,0
2301,0
23308,1
28167,1
13732,0
4656,0
15091,1
12626,0
4372,0
22324,1
6821,0
16926,1
22322,1
21674,1
3562,0
25606,1
1385,0
13894,0
25574,1
28066,1
9321,0
13415,0
8300,0
28361,1
14381,0
2831,0
4625,0
5328,0
3732,0
7856,0
10062,0
12832,0
10115,0
21486,1
14125,0
19446,1
2459,0
3553,0
18733,1
15469,1
24846,1
8653,0
24140,1
21339,1
11008,0
23651,1
26591,1
22260,1
25157,1
23361,1
2190,0
17048,1
10647,0
20014,1
2972,0
27938,1
22201,1
7256,0
14827,1
5263,0
13541,0
11757,0
1571,0
6689,0
18195,1
10963,0
17428,1
13095,0
17573,1
4770,0
18433,1
11210,0
752,0
14649,1
16105,1
27850,1
22615,1
4990,0
12439,0
24517,1
13485,0
12808,0
15064,1
14809,1
11707,0
26551,1
28431,1
19013,1
15728,1
18740,1
28294,1
7850,0
3505,0
1132,0
8828,0
24273,1
9004,0
16405,1
20870,1
25526,1
16518,1
15563,1
7701,0
237,0
17907,1
21768,1
10487,0
12117,0
7233,0
14840,1
28761,1
8423,0
23505,1
15081,1
23130,1
21163,1
29097,1
5584,0
9946,0
16452,1
1908,0
15976,1
13382,0
5462,0
22400,1
5317,0
28899,1
22215,1
1143,0
4382,0
16780,1
13269,0
16235,1
11426,0
6301,0
1877,0
28675,1
3923,0
9740,0
10393,0
500,0
10741,0
12238,0
3654,0
14872,1
10776,0
7370,0
8741,0
26271,1
644,0
13112,0
26413,1
1038,0
9237,0
3295,0
26786,1
4324,0
22149,1
3507,0
8490,0
19270,1
1331,0
28945,1
15398,1
3779,0
7472,0
5753,0
1850,0
16881,1
3800,0
23618,1
28992,1
7273,0
20212,1
13118,0
25492,1
8763,0
10655,0
27244,1
5731,0
20059,1
20305,1
28263,1
17361,1
25951,1
20124,1
16709,1
19544,1
315,0
26843,1
21222,1
7470,0
5883,0
18738,1
26497,1
21684,1
23989,1
14844,1
10673,0
1267,0
23756,1
14067,0
8447,0
27491,1
27377,1
17832,1
27457,1
12640,0
7473,0
1453,0
7100,0
16859,1
17718,1
12014,0
17308,1
20404,1
304,0
1209,0
16832,1
15720,1
5845,0
12405,0
24443,1
6543,0
11840,0
14724,1
22967,1
7247,0
7240,0
17477,1
16801,1
27900,1
11737,0
4638,0
28097,1
11516,0
5682,0
24793,1
14009,0
15931,1
9787,0
744,0
23664,1
20673,1
16331,1
22303,1
17302,1
29325,1
8703,0
11725,0
2218,0
23258,1
26431,1
9940,0
10244,0
7610,0
20036,1
14925,1
20357,1
12467,0
27337,1
22402,1
9823,0
13321,0
6139,0
5481,0
10195,0
11178,0
18137,1
18084,1
19869,1
16681,1
1704,0
25683,1
25942,1
25334,1
17813,1
22719,1
1086,0
7102,0
18930,1
19841,1
27372,1
17017,1
9641,0
7230,0
17605,1
22415,1
7611,0
14739,1
22884,1
2454,0
17254,1
17604,1
7621,0
23848,1
2633,0
9798,0
18796,1
18773,1
7792,0
1726,0
9167,0
25550,1
2446,0
16977,1
15521,1
24898,1
3626,0
25360,1
12100,0
15447,1
13425,0
12188,0
12166,0
10295,0
11060,0
24461,1
21605,1
23351,1
10284,0
27262,1
25915,1
15860,1
28064,1
6655,0
28199,1
1392,0
19068,1
11184,0
8392,0
21074,1
23639,1
20100,1
6850,0
15305,1
28834,1
21212,1
25604,1
18659,1
13805,0
20256,1
11092,0
23381,1
25044,1
4025,0
8088,0
26775,1
7129,0
19356,1
891,0
11684,0
19183,1
14066,0
53,0
11421,0
5786,0
22252,1
13149,0
26606,1
15428,1
4552,0
14569,0
24147,1
25070,1
28873,1
698,0
23407,1
24603,1
999,0
17467,1
24086,1
2139,0
13245,0
9009,0
21214,1
21842,1
25115,1
5485,0
23384,1
9083,0
23903,1
9672,0
15786,1
22999,1
13439,0
27058,1
9495,0
27925,1
11959,0
15771,1
18243,1
20040,1
9812,0
19244,1
12921,0
14180,0
25061,1
856,0
12871,0
25375,1
14836,1
5281,0
11626,0
9152,0
27267,1
26028,1
23944,1
26856,1
3126,0
18504,1
26683,1
16549,1
105,0
13944,0
734,0
12402,0
15623,1
26058,1
10690,0
22587,1
17569,1
17493,1
10092,0
1014,0
14103,0
28715,1
14662,1
16677,1
1756,0
5229,0
18342,1
27022,1
10300,0
28031,1
15421,1
7059,0
14156,0
206,0
4511,0
12667,0
15710,1
26545,1
20328,1
8477,0
13529,0
12329,0
8358,0
6488,0
11540,0
20075,1
13349,0
23251,1
1737,0
24159,1
24770,1
21749,1
6394,0
11951,0
12004,0
17981,1
1060,0
28351,1
338,0
20742,1
10570,0
4681,0
24590,1
27159,1
15031,1
493,0
23691,1
16266,1
14500,0
25807,1
16644,1
5670,0
6589,0
24930,1
10811,0
7081,0
20973,1
23587,1
22225,1
27760,1
21760,1
12606,0
27703,1
18319,1
23658,1
28101,1
19471,1
22296,1
17627,1
6943,0
19993,1
9073,0
4131,0
12471,0
5872,0
10502,0
20608,1
13445,0
18015,1
13179,0
22079,1
28621,1
17251,1
3343,0
6233,0
28597,1
5877,0
18992,1
27795,1
3628,0
10374,0
28430,1
24914,1
25689,1
22232,1
26185,1
21999,1
16074,1
20816,1
26963,1
15112,1
14645,1
8753,0
5467,0
13423,0
8995,0
1723,0
22558,1
1261,0
17942,1
17313,1
4670,0
10986,0
3482,0
10613,0
25529,1
21920,1
2777,0
9067,0
6272,0
6318,0
11425,0
26864,1
18426,1
27207,1
2230,0
11260,0
2081,0
20164,1
7132,0
7350,0
21942,1
4701,0
23623,1
24124,1
7212,0
16510,1
3616,0
8090,0
2271,0
5787,0
21522,1
8278,0
6717,0
19956,1
26555,1
23853,1
1166,0
17622,1
21810,1
8017,0
19294,1
23175,1
3150,0
4214,0
22161,1
18929,1
8578,0
21183,1
26765,1
12575,0
187,0
26397,1
1425,0
21995,1
22959,1
7830,0
19342,1
28241,1
1697,0
4619,0
4854,0
10862,0
2235,0
14454,0
5456,0
7952,0
4026,0
15793,1
8001,0
28115,1
24222,1
3978,0
11171,0
9807,0
13410,0
24518,1
13545,0
4278,0
4142,0
3007,0
7821,0
22887,1
4647,0
19654,1
3929,0
3392,0
13033,0
8528,0
5951,0
3389,0
125,0
8302,0
15879,1
3242,0
12107,0
10900,0
4563,0
25277,1
25412,1
25601,1
25052,1
20489,1
3522,0
10330,0
8855,0
27006,1
17941,1
25369,1
6863,0
15256,1
18493,1
4101,0
25730,1
15975,1
27311,1
20087,1
2696,0
13101,0
7539,0
23816,1
28756,1
15993,1
13356,0
23874,1
25705,1
13691,0
7174,0
6236,0
8925,0
998,0
22848,1
16108,1
15731,1
4079,0
12190,0
25759,1
2147,0
7564,0
17049,1
24038,1
5141,0
24335,1
17228,1
22105,1
14394,0
28948,1
21588,1
19855,1
8502,0
4102,0
19743,1
12923,0
23254,1
27658,1
4357,0
6635,0
18471,1
27908,1
18956,1
15367,1
28389,1
23839,1
2727,0
3034,0
3340,0
29089,1
7419,0
23155,1
49,0
1184,0
15787,1
11166,0
11627,0
4027,0
11525,0
1250,0
10718,0
6342,0
22245,1
4837,0
5476,0
1987,0
28237,1
25554,1
1421,0
11551,0
9502,0
22075,1
11654,0
783,0
18264,1
11889,0
4703,0
25367,1
27259,1
6249,0
19744,1
22070,1
16447,1
5433,0
13030,0
2865,0
22829,1
13998,0
8864,0
20792,1
21357,1
25022,1
28000,1
22907,1
1531,0
25168,1
21361,1
2608,0
19549,1
9699,0
12124,0
8411,0
8482,0
8406,0
1062,0
5530,0
11838,0
15032,1
22834,1
23960,1
29326,1
12749,0
21411,1
22503,1
22454,1
27738,1
410,0
15973,1
26920,1
18668,1
10837,0
12916,0
12823,0
162,0
5307,0
11930,0
21753,1
18957,1
502,0
8221,0
6754,0
7120,0
145,0
22573,1
10774,0
17616,1
22094,1
25632,1
8298,0
17094,1
3930,0
20294,1
27576,1
11219,0
629,0
20705,1
18786,1
7936,0
23109,1
831,0
3555,0
6254,0
4325,0
18304,1
19697,1
7797,0
12457,0
23531,1
15261,1
17833,1
1592,0
25189,1
11682,0
29196,1
14021,0
16999,1
22347,1
29032,1
12139,0
11461,0
12836,0
26510,1
281,0
21170,1
25917,1
12054,0
26474,1
22521,1
12420,0
11963,0
13358,0
21108,1
10610,0
8130,0
2650,0
18927,1
6876,0
21015,1
14889,1
7420,0
22993,1
23645,1
18566,1
6536,0
11077,0
16775,1
20199,1
16682,1
26192,1
17875,1
23489,1
17799,1
10921,0
13116,0
23383,1
14034,0
5525,0
14433,0
15307,1
1689,0
21594,1
17097,1
15377,1
22205,1
21734,1
18708,1
18501,1
12682,0
9342,0
12520,0
19206,1
25322,1
4583,0
5695,0
24224,1
17528,1
16499,1
16439,1
12284,0
25312,1
24080,1
10786,0
1496,0
21797,1
8838,0
28786,1
26197,1
18338,1
15868,1
6884,0
19629,1
20539,1
24319,1
5214,0
3579,0
26293,1
25992,1
12665,0
28669,1
17395,1
696,0
2115,0
13495,0
25898,1
5188,0
4896,0
2078,0
15957,1
28156,1
2894,0
17694,1
11884,0
21198,1
28092,1
4651,0
11902,0
1572,0
4751,0
25883,1
18904,1
19238,1
13241,0
26747,1
3543,0
12740,0
12853,0
27012,1
158,0
18206,1
11519,0
17150,1
3141,0
10314,0
22073,1
28306,1
6192,0
23832,1
8532,0
19491,1
1970,0
24284,1
18542,1
18438,1
9719,0
2720,0
8103,0
2019,0
16940,1
18843,1
27460,1
13140,0
17840,1
6814,0
19660,1
780,0
8209,0
15497,1
7984,0
7786,0
26582,1
5782,0
3494,0
14556,0
17238,1
7199,0
25729,1
2793,0
2642,0
4683,0
21866,1
6692,0
23110,1
14129,0
2401,0
28909,1
23094,1
25744,1
18553,1
15045,1
935,0
14994,1
801,0
27643,1
25190,1
7873,0
23938,1
11369,0
964,0
14951,1
1728,0
28553,1
4098,0
8208,0
7262,0
13551,0
28690,1
22293,1
1504,0
5200,0
21380,1
9528,0
18840,1
2070,0
13603,0
28901,1
29307,1
4088,0
15960,1
24893,1
20045,1
12248,0
27961,1
27689,1
8580,0
13918,0
19477,1
7352,0
22548,1
17537,1
1414,0
17011,1
8611,0
23694,1
13400,0
13762,0
24410,1
29140,1
14846,1
3194,0
27965,1
8419,0
5373,0
26841,1
24367,1
1370,0
5859,0
19425,1
3027,0
24747,1
19108,1
9182,0
22867,1
12194,0
1113,0
11847,0
6127,0
6396,0
26409,1
14002,0
1070,0
28596,1
18831,1
4404,0
2754,0
27923,1
27362,1
302,0
18677,1
25149,1
12290,0
17739,1
20291,1
15751,1
203,0
763,0
17564,1
9075,0
28701,1
17042,1
13987,0
4284,0
15356,1
11965,0
28783,1
22069,1
11104,0
16218,1
7551,0
3410,0
16556,1
21391,1
29224,1
3011,0
16942,1
26903,1
353,0
6065,0
25667,1
23693,1
1905,0
4311,0
24149,1
13155,0
3488,0
9365,0
21643,1
18983,1
28033,1
13442,0
12563,0
25119,1
9092,0
5055,0
1298,0
26309,1
8405,0
15161,1
11754,0
21440,1
24591,1
1568,0
18684,1
27297,1
2575,0
4213,0
6951,0
1478,0
4261,0
7810,0
1532,0
7513,0
2125,0
4685,0
13373,0
4982,0
10364,0
9086,0
20034,1
11827,0
12510,0
24598,1
16001,1
7721,0
18834,1
19917,1
24402,1
2361,0
21876,1
19515,1
3623,0
9439,0
327,0
20532,1
16216,1
23769,1
4778,0
10234,0
1480,0
14738,1
10059,0
10390,0
3712,0
16913,1
26532,1
10557,0
28780,1
975,0
7016,0
20250,1
8656,0
20279,1
21097,1
944,0
11924,0
1465,0
21825,1
16049,1
20049,1
11318,0
2536,0
1158,0
21492,1
22280,1
13772,0
1109,0
20084,1
20317,1
16128,1
18039,1
913,0
7725,0
2128,0
25274,1
28370,1
6449,0
19710,1
17160,1
9729,0
24908,1
15629,1
4218,0
25960,1
16845,1
2883,0
27455,1
18016,1
22838,1
4716,0
6107,0
8941,0
2206,0
28606,1
27030,1
21394,1
18797,1
23467,1
21635,1
23027,1
730,0
26998,1
22987,1
9056,0
12515,0
15259,1
19639,1
11558,0
17560,1
24472,1
18492,1
9550,0
26198,1
725,0
1685,0
11689,0
23414,1
3437,0
18021,1
28416,1
3714,0
11533,0
2515,0
27128,1
462,0
26916,1
10770,0
7215,0
4091,0
18525,1
16689,1
18689,1
17079,1
4588,0
8762,0
26484,1
28129,1
11905,0
24982,1
19286,1
1620,0
20552,1
28824,1
22646,1
18540,1
7569,0
6676,0
21925,1
11493,0
11007,0
7906,0
25388,1
26651,1
25811,1
15585,1
12276,0
411,0
10823,0
6041,0
5561,0
4096,0
9454,0
2228,0
15303,1
24364,1
12968,0
20781,1
22083,1
29105,1
9573,0
11220,0
24679,1
21902,1
12854,0
24977,1
10083,0
22472,1
10684,0
14325,0
27398,1
18437,1
15034,1
19820,1
2878,0
18441,1
2563,0
20176,1
2171,0
5117,0
12246,0
9319,0
4951,0
20233,1
28796,1
11020,0
11820,0
6153,0
17786,1
15883,1
14127,0
2052,0
7674,0
15123,1
553,0
170,0
17159,1
3813,0
23659,1
11734,0
24122,1
22728,1
1899,0
14964,1
26514,1
19620,1
1787,0
4650,0
27966,1
22420,1
22858,1
22767,1
2196,0
25794,1
17070,1
9110,0
19057,1
13517,0
15139,1
7634,0
25353,1
18650,1
2815,0
791,0
25498,1
2481,0
7106,0
13536,0
21963,1
28980,1
11500,0
21166,1
23579,1
23004,1
25220,1
17084,1
22764,1
19374,1
14082,0
19769,1
385,0
569,0
25260,1
4273,0
6427,0
21416,1
13694,0
2376,0
18466,1
14195,0
18024,1
18235,1
14630,0
5843,0
23811,1
26116,1
816,0
11823,0
22600,1
5640,0
15085,1
14954,1
25204,1
27403,1
17964,1
24059,1
12868,0
4921,0
7577,0
4308,0
14086,0
5794,0
11204,0
7494,0
23300,1
3164,0
19055,1
27094,1
18162,1
12739,0
15826,1
2564,0
10147,0
7766,0
6404,0
3427,0
18855,1
10132,0
20699,1
28352,1
28552,1
26636,1
13939,0
27374,1
9578,0
4264,0
10023,0
5411,0
28079,1
634,0
16436,1
10556,0
27909,1
15745,1
19557,1
3836,0
961,0
16453,1
7508,0
6866,0
212,0
22207,1
17979,1
17776,1
8239,0
10745,0
19997,1
21113,1
10824,0
28249,1
24033,1
3297,0
25641,1
4912,0
1625,0
3035,0
21680,1
14665,1
22460,1
5824,0
3476,0
1868,0
779,0
21304,1
14835,1
11230,0
1603,0
3764,0
27158,1
27777,1
13533,0
26536,1
4782,0
6129,0
758,0
17237,1
14393,0
13040,0
8167,0
12342,0
15035,1
10143,0
8327,0
24265,1
22341,1
29027,1
20269,1
14469,0
18237,1
8441,0
23955,1
27232,1
8673,0
26108,1
4013,0
27489,1
21043,1
15568,1
1353,0
1329,0
20611,1
7345,0
13128,0
3540,0
6788,0
2145,0
3098,0
15598,1
19897,1
23656,1
22357,1
12187,0
19560,1
10702,0
25698,1
336,0
15730,1
11434,0
23845,1
20958,1
1920,0
27942,1
2440,0
9213,0
6777,0
19002,1
25453,1
14616,0
13246,0
2348,0
17807,1
10941,0
13243,0
7331,0
21068,1
1310,0
17638,1
18643,1
21377,1
25904,1
14060,0
4159,0
24627,1
13163,0
18681,1
16667,1
22320,1
24070,1
26798,1
29184,1
450,0
9185,0
17196,1
2433,0
29091,1
18127,1
5783,0
347,0
22544,1
8322,0
16196,1
14981,1
24601,1
20149,1
2399,0
21154,1
3862,0
15209,1
11565,0
11600,0
25169,1
23607,1
10928,0
24464,1
23231,1
28173,1
712,0
7069,0
6405,0
26639,1
5862,0
28860,1
510,0
18760,1
28063,1
25802,1
24307,1
900,0
29261,1
2619,0
9369,0
6760,0
9559,0
5299,0
14197,0
15275,1
25732,1
3045,0
17587,1
21546,1
4271,0
7343,0
17561,1
16632,1
18810,1
14010,0
6528,0
2609,0
28626,1
1330,0
21538,1
24975,1
9017,0
16317,1
14374,0
2846,0
22579,1
22016,1
17634,1
20197,1
4120,0
19893,1
9244,0
25288,1
12009,0
21211,1
2875,0
388,0
29185,1
15389,1
2694,0
11255,0
11039,0
335,0
13323,0
7597,0
5894,0
3177,0
3447,0
27114,1
7559,0
20332,1
17866,1
1941,0
16475,1
6861,0
16673,1
4435,0
14760,1
7878,0
21395,1
7231,0
6784,0
14336,0
21041,1
5988,0
20704,1
26783,1
28271,1
23050,1
6158,0
7842,0
2448,0
7147,0
19670,1
12093,0
1764,0
11346,0
20542,1
28868,1
11481,0
27265,1
14161,0
1036,0
15099,1
564,0
25393,1
22785,1
8328,0
27571,1
28324,1
7960,0
20327,1
25196,1
12275,0
12330,0
25046,1
25723,1
8145,0
3584,0
29083,1
15341,1
12034,0
2281,0
7776,0
1524,0
24015,1
5175,0
27082,1
5617,0
27133,1
16991,1
25840,1
13267,0
22238,1
26828,1
24396,1
20839,1
20710,1
10934,0
13978,0
17727,1
15855,1
25819,1
14251,0
11781,0
14016,0
15298,1
868,0
23927,1
23176,1
10054,0
1992,0
5591,0
12814,0
9309,0
26329,1
12183,0
5579,0
1404,0
25264,1
25938,1
24872,1
2164,0
4219,0
27493,1
8987,0
8771,0
1578,0
15452,1
9537,0
19451,1
4603,0
19712,1
12643,0
28332,1
6303,0
17262,1
12153,0
10709,0
18388,1
7053,0
11938,0
8271,0
22709,1
15984,1
16412,1
16933,1
21761,1
18000,1
14639,1
2270,0
6645,0
495,0
12503,0
13298,0
24382,1
13822,0
16745,1
3362,0
25133,1
3573,0
22409,1
14974,1
9,0
20696,1
6142,0
6068,0
19417,1
27409,1
4663,0
607,0
17913,1
20493,1
17293,1
4237,0
5068,0
11488,0
17860,1
23238,1
4861,0
10027,0
677,0
24197,1
16417,1
20682,1
4030,0
3180,0
2529,0
23909,1
15022,1
14285,0
4292,0
9259,0
14030,0
8738,0
19689,1
25348,1
20566,1
15617,1
9759,0
15149,1
27991,1
8630,0
16460,1
26763,1
18325,1
29305,1
15141,1
13520,0
6733,0
9219,0
5134,0
19093,1
9757,0
25735,1
844,0
23001,1
13125,0
22583,1
251,0
21341,1
27126,1
22442,1
12477,0
8245,0
4232,0
9363,0
24558,1
22351,1
13213,0
17204,1
16968,1
3688,0
6368,0
1804,0
10813,0
28203,1
8198,0
6971,0
28852,1
6624,0
24529,1
743,0
25932,1
20580,1
13412,0
3583,0
9785,0
11078,0
20132,1
9656,0
27061,1
2948,0
7238,0
17735,1
3833,0
21188,1
5303,0
6261,0
6633,0
1399,0
7415,0
25910,1
3286,0
6549,0
11074,0
2906,0
16610,1
14824,1
23821,1
20204,1
10486,0
6271,0
22353,1
1052,0
12956,0
20501,1
3213,0
1994,0
26392,1
16797,1
8781,0
22456,1
15351,1
21567,1
13266,0
5590,0
16716,1
9019,0
14479,0
11252,0
27249,1
1906,0
6327,0
10222,0
274,0
4540,0
24076,1
28862,1
9003,0
5891,0
648,0
12596,0
7736,0
26787,1
9679,0
27284,1
5623,0
14020,0
27706,1
23789,1
16248,1
22915,1
11402,0
15804,1
26177,1
22904,1
28943,1
11081,0
21670,1
28599,1
3510,0
2955,0
21298,1
28578,1
11314,0
7612,0
18922,1
11427,0
10554,0
4246,0
24822,1
15008,1
17543,1
3498,0
8875,0
11138,0
3927,0
4696,0
25234,1
5194,0
3282,0
27131,1
15188,1
26384,1
19434,1
22978,1
8991,0
26414,1
17445,1
6121,0
28566,1
8207,0
17793,1
12564,0
1534,0
22741,1
24333,1
18823,1
20825,1
9704,0
13469,0
1309,0
2124,0
15788,1
20352,1
16394,1
16507,1
25129,1
27867,1
7317,0
26695,1
28496,1
14632,1
17818,1
25176,1
18353,1
4795,0
9450,0
25507,1
7670,0
12917,0
18775,1
197,0
19610,1
8544,0
2713,0
17998,1
15270,1
26915,1
10529,0
23294,1
21794,1
5717,0
8932,0
20424,1
23863,1
10401,0
24376,1
9176,0
3411,0
2483,0
13933,0
19165,1
27608,1
9164,0
23243,1
17574,1
12529,0
2367,0
25202,1
18255,1
6916,0
10354,0
8370,0
28104,1
29309,1
6409,0
7556,0
24653,1
22447,1
23814,1
8129,0
13004,0
17365,1
24564,1
10916,0
15373,1
14483,0
23421,1
23800,1
20586,1
18734,1
19393,1
8070,0
10110,0
16407,1
21539,1
5398,0
13284,0
18154,1
17966,1
10177,0
4925,0
24418,1
7079,0
29214,1
3842,0
10762,0
8197,0
13045,0
18363,1
2047,0
22177,1
9084,0
24741,1
19929,1
458,0
2478,0
16878,1
12817,0
6408,0
2012,0
1502,0
7962,0
17920,1
11368,0
27951,1
6461,0
28827,1
17679,1
14311,0
2345,0
27100,1
23143,1
874,0
5053,0
19713,1
26181,1
1495,0
12896,0
24286,1
18006,1
15079,1
16059,1
17814,1
25939,1
14184,0
13844,0
25746,1
992,0
12628,0
19756,1
16164,1
16441,1
9460,0
20297,1
17486,1
2509,0
11249,0
5105,0
3739,0
19918,1
4567,0
2048,0
7649,0
20230,1
16342,1
10589,0
11620,0
416,0
6215,0
12776,0
21055,1
21720,1
18370,1
24029,1
8690,0
22401,1
27695,1
20789,1
4145,0
24290,1
20794,1
4072,0
28759,1
29249,1
22816,1
17286,1
15314,1
7281,0
1248,0
12802,0
11797,0
26320,1
14350,0
10649,0
11744,0
15694,1
18430,1
16891,1
283,0
4319,0
18967,1
1482,0
12705,0
11798,0
28095,1
15239,1
14744,1
26311,1
5413,0
3408,0
5168,0
26891,1
16493,1
8651,0
1703,0
6710,0
11672,0
11614,0
21893,1
10415,0
16376,1
20910,1
14122,0
5577,0
18754,1
16201,1
23498,1
11192,0
9792,0
19378,1
11768,0
21813,1
22895,1
5961,0
20598,1
25392,1
5524,0
19824,1
18182,1
14711,1
25291,1
6469,0
853,0
3228,0
27083,1
27334,1
23728,1
6518,0
23755,1
15656,1
8525,0
24943,1
7689,0
26834,1
19996,1
19916,1
9305,0
21016,1
15573,1
22974,1
2505,0
2356,0
16398,1
9391,0
2031,0
6198,0
7455,0
12367,0
3138,0
27178,1
15481,1
18188,1
21478,1
17902,1
18955,1
5906,0
15992,1
10617,0
28407,1
14688,1
27939,1
3856,0
18331,1
27899,1
8353,0
954,0
9313,0
4945,0
11271,0
21091,1
18821,1
17183,1
12102,0
8557,0
1157,0
13176,0
26999,1
11275,0
24218,1
15323,1
6157,0
28951,1
20347,1
28049,1
1388,0
1386,0
8072,0
14858,1
27507,1
2946,0
18423,1
22206,1
26562,1
806,0
10454,0
22877,1
576,0
12805,0
17692,1
10153,0
26236,1
4100,0
29006,1
11474,0
17433,1
29195,1
8166,0
9590,0
9831,0
24634,1
24892,1
9329,0
20148,1
12616,0
15162,1
8148,0
1796,0
27603,1
27999,1
26066,1
67,0
13521,0
971,0
1002,0
24102,1
13044,0
4500,0
28741,1
10414,0
17103,1
21343,1
28749,1
25311,1
5821,0
10460,0
4448,0
19677,1
20751,1
15867,1
1032,0
10408,0
9921,0
1749,0
3388,0
1051,0
28953,1
29017,1
27288,1
3830,0
1005,0
15882,1
4760,0
2951,0
21384,1
20399,1
27326,1
26358,1
20702,1
10952,0
3989,0
14853,1
22989,1
6355,0
22439,1
24715,1
6168,0
26261,1
5589,0
14622,0
21265,1
15155,1
5901,0
22578,1
16520,1
7242,0
12822,0
10637,0
5929,0
1986,0
22350,1
8483,0
4884,0
2183,0
26376,1
20137,1
17503,1
4436,0
13237,0
26318,1
6899,0
3668,0
13952,0
13848,0
21982,1
21638,1
11378,0
2453,0
18490,1
16757,1
6804,0
8605,0
16872,1
313,0
26244,1
24165,1
17098,1
26322,1
28292,1
26598,1
8013,0
11449,0
256,0
19489,1
14534,0
28443,1
1430,0
24341,1
1769,0
21993,1
9746,0
18656,1
20871,1
21543,1
19187,1
21403,1
27911,1
17723,1
24532,1
16136,1
15121,1
21490,1
25837,1
21185,1
6603,0
21729,1
12237,0
26808,1
6230,0
5950,0
28144,1
12594,0
2861,0
10612,0
6441,0
3694,0
19128,1
14767,1
11175,0
24709,1
28693,1
6586,0
3020,0
3307,0
25516,1
28298,1
17872,1
17174,1
29163,1
8238,0
19600,1
11135,0
8877,0
3497,0
22823,1
1390,0
8284,0
23275,1
4449,0
3733,0
11034,0
13945,0
6220,0
19890,1
24266,1
5643,0
6204,0
6020,0
27320,1
13921,0
6495,0
19646,1
26974,1
5399,0
15329,1
1673,0
17911,1
27628,1
16418,1
16647,1
25009,1
12948,0
21892,1
465,0
29162,1
26853,1
1087,0
19281,1
17027,1
10142,0
24069,1
6155,0
3980,0
24204,1
20360,1
28643,1
19892,1
10508,0
18360,1
13576,0
24767,1
16879,1
8274,0
13847,0
18554,1
21316,1
18473,1
22780,1
14697,1
2333,0
12830,0
13331,0
24970,1
10503,0
8303,0
21087,1
5369,0
21344,1
16319,1
14814,1
17675,1
6060,0
3947,0
5980,0
28658,1
5136,0
7142,0
15869,1
13818,0
22258,1
5165,0
26447,1
12584,0
18916,1
21731,1
539,0
7710,0
12200,0
14351,0
1314,0
14905,1
9854,0
11079,0
1977,0
26973,1
17708,1
24354,1
12890,0
8164,0
25421,1
4781,0
18917,1
4488,0
2197,0
1333,0
6997,0
14490,0
16006,1
13878,0
24474,1
23150,1
1373,0
9173,0
16389,1
13170,0
7945,0
21644,1
5989,0
17155,1
17038,1
19278,1
14887,1
1652,0
10515,0
27516,1
1171,0
2066,0
23433,1
24199,1
19269,1
8617,0
24304,1
6815,0
21233,1
10926,0
